id（企业代码）,区,企业性质（精简）,企业规模,企业性质,国家,省份,区域,法人代表实名认证,所属行业,供应商交付超期风险,供应质量风险,授信回款风险,工商变更信息,法院公告信息,CA办理情况
23672,,制造型用户,小型企业,生产加工型,CHN,江苏,华东,法人代表未实名认证,木制容器制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
23681,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23683,上海/上海/嘉定区,贸易型用户,小型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
23686,,制造型用户,微型企业,制造型,CHN,浙江,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23694,上海/上海/宝山区,制造型用户,中型企业,制造型,CHN,上海,华东,法人代表未实名认证,其他未列明电气机械及器材制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
23704,上海/上海/浦东新区,服务型用户,超大型企业,服务型,CHN,上海,华东,法人代表未实名认证,资本投资服务,年交付未超期,无pscs质量异议发生,授信超期风险高,工商变更频次高,无法院公告,未办理CA
23710,,贸易型用户,小型企业,贸易型,CHN,河南,华中,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23720,辽宁/营口市/大石桥市,制造型用户,超大型企业,制造型,CHN,辽宁,东北,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数中,已办理CA
23734,湖北/武汉市/江夏区,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表已实名认证,食品饮料烟草,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
23754,,制造型用户,超大型企业,制造型,CHN,山东,北方,法人代表未实名认证,炼铁,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
23757,,贸易型用户,小型企业,贸易型,CHN,广东,南方,法人代表未实名认证,电气安装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23759,,,微型企业,,CHN,湖北,华中,法人代表未实名认证,其他通用零部件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23780,江苏/常州市/新北区,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23783,,贸易型用户,小型企业,贸易型,CHN,新疆,西部,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23787,山西/太原市/小店区,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数中,未办理CA
23792,,服务型用户,微型企业,服务型,CHN,江苏,华东,法人代表未实名认证,其他人力资源服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23810,,,微型企业,,CHN,湖北,华中,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23811,河北/衡水市/景县,制造型用户,中型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
23812,,,小型企业,,CHN,山西,北方,法人代表未实名认证,其他电子设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
23813,山西/太原市/万柏林区,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23820,山西/太原市/尖草坪区,贸易型用户,小型企业,产品代理型,CHN,山西,北方,法人代表未实名认证,其他未列明零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
23829,,服务型用户,微型企业,服务型,CHN,湖北,华中,法人代表未实名认证,其他未列明金属制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
23876,,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23877,,贸易型用户,小型企业,贸易型,CHN,广东,南方,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
23904,,制造型用户,超大型企业,制造型,CHN,安徽,华东,法人代表未实名认证,其他专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23924,,,微型企业,,CHN,陕西,西部,法人代表未实名认证,其他未列明零售业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
23928,,制造型用户,小型企业,制造型,CHN,湖北,华中,法人代表未实名认证,锅炉及原动设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23930,河北/石家庄市/藁城区,制造型用户,大型企业,制造型,CHN,河北,北方,法人代表未实名认证,阀门和旋塞制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
23940,广东/深圳市/宝安区,贸易型用户,小型企业,产品代理型,CHN,广东,南方,法人代表未实名认证,电力、热力生产和供应业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
23944,浙江/杭州市/拱墅区,制造型用户,微型企业,制造型,CHN,浙江,华东,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23952,,贸易型用户,小型企业,产品代理型,CHN,浙江,华东,法人代表未实名认证,信息系统集成服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23955,,,微型企业,,CHN,新疆,西部,法人代表未实名认证,酒、饮料及茶叶零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
23977,,制造型用户,超大型企业,制造型,CHN,江苏,华东,法人代表未实名认证,工艺美术及礼仪用品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
23993,辽宁/营口市/西市区,制造型用户,中型企业,贸易型,CHN,辽宁,,法人代表未实名认证,有色金属冶炼和压延加工业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
23995,辽宁/本溪市/溪湖区,制造型用户,中型企业,制造型,CHN,辽宁,东北,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24007,辽宁/鞍山市/台安县,制造型用户,小型企业,生产加工型,CHN,辽宁,东北,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24025,江苏/南京市/溧水区,服务型用户,微型企业,服务型,,江苏,,法人代表未实名认证,铁路、船舶、航空航天和其他运输设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24027,安徽/马鞍山市/雨山区,,微型企业,,CHN,安徽,华东,法人代表未实名认证,快递服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24037,广东/广州市/天河区,贸易型用户,小型企业,贸易型,CHN,广东,南方,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24054,天津//,制造型用户,小型企业,制造型,CHN,天津,北方,法人代表未实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24058,,制造型用户,超大型企业,生产加工型,CHN,湖北,华中,法人代表未实名认证,非金属矿及制品批发,年交付未超期,,授信超期风险中,工商变更频次高,法院公告数高,已办理CA
24067,安徽/马鞍山市/花山区,,微型企业,,CHN,安徽,华东,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24073,湖南/株洲市/荷塘区,制造型用户,超大型企业,制造型,CHN,湖南,华中,法人代表未实名认证,其他有色金属压延加工,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
24075,,制造型用户,中型企业,制造型,CHN,河南,华中,法人代表未实名认证,其他金属工具制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24076,江苏/南京市/雨花台区,制造型用户,超大型企业,制造型,CHN,江苏,华东,法人代表未实名认证,废弃资源综合利用业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24116,湖北/鄂州市/鄂城区,贸易型用户,超大型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,再生物资回收与批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24124,河南/郑州市/航空港区,,超大型企业,,CHN,河南,华中,法人代表未实名认证,危险化学品仓储,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24126,,制造型用户,微型企业,生产加工型,CHN,河北,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24131,,制造型用户,微型企业,制造型,CHN,安徽,华东,法人代表未实名认证,其他未列明金属制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24132,河北/衡水市/景县,制造型用户,大型企业,制造型,CHN,河北,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24140,安徽/马鞍山市/雨山区,,小型企业,,,安徽,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24141,山西/太原市/尖草坪区,制造型用户,微型企业,制造型,CHN,山西,北方,法人代表已实名认证,隔热和隔音材料制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24164,山东/烟台市/蓬莱市,制造型用户,小型企业,制造型,CHN,山东,北方,法人代表未实名认证,其他水泥类似制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数低,已办理CA
24169,上海/上海/宝山区,,微型企业,,,上海,,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24172,山东/淄博市/其他,服务型用户,超大型企业,服务型,CHN,山东,北方,法人代表已实名认证,其他房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24173,安徽/马鞍山市/其他,制造型用户,超大型企业,制造型,CHN,安徽,华东,法人代表未实名认证,汽车零部件及配件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24177,河南/濮阳市/其他,贸易型用户,微型企业,贸易型,CHN,河南,华中,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24185,,贸易型用户,小型企业,贸易型,CHN,江苏,华东,法人代表未实名认证,其他批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24187,,制造型用户,小型企业,制造型,CHN,河北,北方,法人代表未实名认证,矿山机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24195,,贸易型用户,中型企业,产品代理型,CHN,山西,北方,法人代表未实名认证,创业空间服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数低,已办理CA
24209,,贸易型用户,微型企业,产品代理型,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24225,上海/上海/奉贤区,贸易型用户,中型企业,产品代理型,CHN,上海,华东,法人代表未实名认证,货物运输代理,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24232,,,小型企业,,CHN,河北,北方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24237,湖南/湘潭市/其他,制造型用户,超大型企业,制造型,CHN,湖南,华中,法人代表未实名认证,通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
24241,湖北/武汉市/青山区,服务型用户,中型企业,服务型,,湖北,华中,法人代表已实名认证,核电工程施工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
24246,安徽/六安市/霍邱县,制造型用户,小型企业,生产加工型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24256,,,微型企业,,CHN,河北,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24265,河南/焦作市/武陟县,制造型用户,小型企业,制造型,CHN,河南,华中,法人代表未实名认证,液压动力机械及元件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24267,山西/长治市/其他,,微型企业,,CHN,山西,北方,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24279,江苏/无锡市/江阴市,制造型用户,中型企业,生产加工型,CHN,江苏,华东,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24292,,,微型企业,,CHN,河北,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24307,,贸易型用户,小型企业,产品代理型,CHN,浙江,华东,法人代表未实名认证,计算机、软件及辅助设备零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24315,,贸易型用户,微型企业,贸易型,CHN,山西,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24317,河南//,贸易型用户,微型企业,贸易型,CHN,河南,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24321,江苏/南京市/江宁区,制造型用户,中型企业,生产加工型,CHN,江苏,华东,法人代表未实名认证,电子电器,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24323,安徽/阜阳市/太和县,,微型企业,,CHN,安徽,,法人代表未实名认证,普通货物道路运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24324,,,小型企业,,CHN,广东,南方,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24335,新疆/哈密地区/哈密市,制造型用户,超大型企业,制造型,CHN,新疆,西部,法人代表未实名认证,炼铁,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,法院公告数高,未办理CA
24350,,贸易型用户,小型企业,贸易型,CHN,重庆,西部,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24354,,,微型企业,,CHN,河北,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24376,上海/上海/宝山区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数低,已办理CA
24389,山西/太原市/迎泽区,贸易型用户,小型企业,产品代理型,CHN,山西,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24396,上海/上海/宝山区,制造型用户,微型企业,制造型,CHN,上海,华东,法人代表已实名认证,汽车零配件零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24401,山东/威海市/荣成市,制造型用户,超大型企业,生产加工型,CHN,山东,北方,法人代表未实名认证,合成橡胶制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24404,,制造型用户,大型企业,制造型,CHN,江苏,华东,法人代表未实名认证,专用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24405,河北/沧州市/新华区,贸易型用户,微型企业,贸易型,CHN,河北,北方,法人代表已实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24409,浙江/宁波市/鄞州区,,小型企业,,CHN,浙江,华东,法人代表未实名认证,物流运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24419,湖北/武汉市/青山区,贸易型用户,小型企业,贸易型,,湖北,华中,法人代表未实名认证,,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24431,,贸易型用户,小型企业,产品代理型,CHN,湖北,华中,法人代表未实名认证,液压动力机械及元件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24434,,,小型企业,服务型,CHN,江西,华中,法人代表未实名认证,道路货物运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24437,,服务型用户,小型企业,服务型,CHN,湖北,华中,法人代表未实名认证,工程和技术研究和试验发展,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24450,上海/上海/宝山区,,微型企业,,CHN,上海,华东,法人代表未实名认证,农林牧渔,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24451,湖北/武汉市/青山区,制造型用户,中型企业,制造型,CHN,湖北,华中,法人代表未实名认证,金属结构制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24454,河南/郑州市/其他,贸易型用户,小型企业,产品代理型,CHN,河南,华中,法人代表未实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24470,,制造型用户,大型企业,制造型,CHN,湖南,华中,法人代表未实名认证,矿山机械制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数低,已办理CA
24473,安徽/池州市/青阳县,制造型用户,超大型企业,制造型,CHN,安徽,华东,法人代表已实名认证,矿产原油,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次中,无法院公告,已办理CA
24477,新疆/乌鲁木齐市/新市区,贸易型用户,小型企业,贸易型,CHN,新疆,西部,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24481,,制造型用户,中型企业,制造型,CHN,湖北,华中,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24483,福建/福州市/罗源县,贸易型用户,小型企业,贸易型,CHN,福建,南方,法人代表未实名认证,五金零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24490,,,微型企业,,CHN,河北,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24494,安徽/马鞍山市/花山区,贸易型用户,小型企业,贸易型,,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24496,陕西/西安市/莲湖区,制造型用户,微型企业,制造型,CHN,陕西,西部,法人代表已实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24515,,制造型用户,超大型企业,制造型,CHN,上海,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
24519,,贸易型用户,小型企业,贸易型,CHN,河北,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24522,上海/上海/长宁区,贸易型用户,大型企业,产品代理型,CHN,上海,,法人代表未实名认证,信息技术,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24525,,,小型企业,,CHN,河北,北方,法人代表未实名认证,其他未列明制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24526,黑龙江/哈尔滨市/平房区,贸易型用户,小型企业,贸易型,CHN,黑龙江,东北,法人代表未实名认证,其他综合零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24538,山西/太原市/杏花岭区,贸易型用户,小型企业,产品代理型,CHN,山西,北方,法人代表未实名认证,仪器仪表,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24541,,制造型用户,中型企业,制造型,CHN,湖北,华中,法人代表未实名认证,其他未列明专业技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
24549,,贸易型用户,中型企业,产品代理型,CHN,福建,南方,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24553,上海/上海/宝山区,制造型用户,大型企业,制造型,CHN,上海,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24555,河北/保定市/安国市,制造型用户,大型企业,生产加工型,CHN,河北,北方,法人代表已实名认证,泵及真空设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24561,上海/上海/奉贤区,贸易型用户,微型企业,贸易型,CHN,上海,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24577,重庆/重庆/九龙坡区,,微型企业,,,重庆,,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24583,江苏/常州市/武进区,制造型用户,微型企业,制造型,CHN,江苏,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
24599,江苏/淮安市/其他,制造型用户,超大型企业,制造型,CHN,江苏,华东,法人代表已实名认证,通用仪器仪表制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
24603,上海/上海/宝山区,服务型用户,小型企业,服务型,CHN,上海,华东,法人代表未实名认证,广播影视设备批发,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24625,安徽/马鞍山市/花山区,贸易型用户,小型企业,贸易型,CHN,安徽,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24628,,制造型用户,微型企业,制造型,CHN,辽宁,东北,法人代表未实名认证,结构性金属制品制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24633,,制造型用户,微型企业,制造型,CHN,河北,北方,法人代表未实名认证,机械零部件加工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24643,上海/上海/金山区,制造型用户,超大型企业,制造型,CHN,上海,华东,法人代表已实名认证,阀门和旋塞制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
24646,山西/晋中市/榆次区,,微型企业,,CHN,山西,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24651,,制造型用户,微型企业,制造型,CHN,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24659,,贸易型用户,小型企业,产品代理型,CHN,新疆,西部,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24661,山东/济南市/钢城区,制造型用户,小型企业,生产加工型,CHN,山东,北方,法人代表未实名认证,变压器、整流器和电感器制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24664,山东/济南市/历城区,贸易型用户,大型企业,产品代理型,CHN,山东,北方,法人代表已实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24683,安徽/芜湖市/鸠江区,,微型企业,,CHN,安徽,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24685,安徽/马鞍山市/雨山区,服务型用户,超大型企业,服务型,CHN,安徽,华东,法人代表未实名认证,其他房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,法院公告数高,未办理CA
24703,,服务型用户,小型企业,服务型,CHN,新疆,西部,法人代表未实名认证,石油及制品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
24710,,贸易型用户,微型企业,贸易型,CHN,安徽,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24718,,贸易型用户,小型企业,产品代理型,CHN,北京,北方,法人代表未实名认证,其他技术推广服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24720,河南/开封市/其他,,微型企业,,CHN,河南,华中,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次中,无法院公告,未办理CA
24735,湖北/武汉市/蔡甸区,制造型用户,小型企业,制造型,CHN,湖北,华中,法人代表未实名认证,汽车零部件及配件制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24746,山东/济南市/莱芜区,贸易型用户,小型企业,贸易型,CHN,山东,北方,法人代表未实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24747,,,超大型企业,,CHN,天津,北方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险中,工商变更频次高,无法院公告,未办理CA
24750,广东/佛山市/顺德区,,小型企业,,CHN,广东,南方,法人代表已实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
24771,河南/洛阳市/涧西区,,微型企业,,CHN,河南,华中,法人代表未实名认证,纺织服装皮革,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
24773,河北/邢台市/巨鹿县,制造型用户,微型企业,制造型,CHN,河北,北方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
